user_id,program_id,listen_ratio,save
U147,3708,0.44,no
U149,4309,0.7,no
U149,101,0.72,no
U149,4350,0.51,no
U149,3892,0.22,no
U149,940,0.2,no
U149,5556,0.47,no
U149,2502,0.03,no
U149,1905,0.98,yes
U149,1637,0.7,no
U149,3617,0.81,no
U149,3673,0.71,yes
U149,1057,0.38,no
U149,158,0.8,no
U149,210,0.47,no
U149,1242,0.96,yes
U150,442,0.25,no
U150,4159,0.51,no
U150,5750,0.72,no
U150,5766,0.28,no
U150,84,0.72,no
U150,511,0.85,no
U150,720,0.56,no
U150,4429,0.69,no
U150,4200,0.4,no
U150,5034,0.52,yes
U150,4132,0.69,no
U150,4019,0.8,yes
U150,821,0.78,no
U150,3762,0.32,no
U150,3829,0.42,no
U150,3623,0.15,no
U150,3,0.85,no
U150,207,0.88,yes
U152,5845,0.35,no
U152,1497,0.13,no
U152,827,0.96,no
U152,1115,0.93,yes
U152,1249,0.93,no
U152,1247,0.49,no
U152,1286,0.12,no
U152,1258,0.36,no
U153,4881,0.5,no
U153,5504,0.06,no
U153,3284,0.72,no
U153,3401,0.54,yes
U153,1570,0.81,no
U153,2685,0.49,no
U153,3768,0.49,no
U153,3646,0.86,no
U153,3835,0.12,no
U153,356,0.42,no
U153,3659,0.97,no
U153,3615,0.84,yes
U153,50,0.89,no
U153,3613,0.86,no
U153,3631,0.49,no
U153,3612,0.74,no
U153,3639,0.94,no
U153,3683,0.66,no
U153,280,0.21,no
U153,3,0.87,no
U153,64,0.68,no
U153,115,0.34,no
U153,1222,0.94,yes
U153,1355,0.47,yes
U153,1354,0.81,yes
U153,1307,0.74,no
U153,1244,0.86,no
U153,1292,0.2,no
U153,1552,0.3,no
U153,1244,0.72,no
U155,4344,0.74,no
U155,1284,0.11,no
U155,5751,0.16,no
U155,5306,0.5,no
U155,653,0.41,yes
U155,4626,0.22,no
U155,1277,0.52,no
U155,4977,0.47,no
U155,4214,0.95,no
U155,4853,0.42,no
U155,4727,0.78,yes
U155,177,0.69,no
U155,4217,0.94,no
U155,4370,0.74,no
U155,4450,0.43,no
U155,4486,0.17,no
U155,4356,0.27,no
U155,4987,0.85,no
U155,4856,0.84,no
U155,4416,0.98,no
U155,4922,0.69,no
U155,4727,0.8,no
U155,4202,0.81,no
U155,4293,0.77,yes
U155,5408,0.27,no
U155,4404,0.86,no
U155,93,0.47,no
U155,4315,0.7,no
U155,52,0.5,no
U155,4242,0.52,yes
U155,4651,0.65,yes
U155,4899,0.97,yes
U155,1179,0.1,no
U155,5292,0.3,no
U155,506,0.36,no
U155,4250,0.7,no
U155,6408,0.8,no
U155,931,0.06,no
U155,4823,0.54,no
U155,4304,0.68,no
U155,2050,0.86,no
U155,1714,0.72,no
U155,1917,0.72,no
U155,3039,0.44,no
U155,1061,0.88,no
U155,2811,0.11,no
U155,1973,0.86,no
U155,1696,0.85,no
U155,1854,0.37,no
U155,1613,0.5,no
U155,1760,0.9,yes
U155,2348,0.71,no
U155,3993,0.97,yes
U155,3995,0.5,no
U155,4051,0.98,no
U155,3992,0.46,no
U155,4130,0.85,no
U155,3981,0.95,no
U155,3989,0.66,no
U155,4049,0.26,no
U155,1038,0.25,no
U155,50,0.66,yes
U155,3636,0.92,yes
U155,3612,0.92,yes
U155,3857,0.78,yes
U155,3635,0.91,no
U155,3620,0.49,no
U155,3624,0.3,no
U155,3669,0.5,no
U155,3668,0.84,no
U155,3650,0.58,no
U155,3636,0.66,yes
U155,3609,0.84,yes
U155,356,0.16,no
U155,3634,0.75,yes
U155,3638,0.91,no
U155,950,0.65,no
U155,3700,0.97,no
U155,3780,0.56,no
U155,3664,0.48,no
U155,869,0.53,yes
U155,3654,0.86,no
U155,504,0.79,yes
U155,3636,0.84,no
U155,3641,0.95,no
U155,3627,0.73,yes
U155,3865,0.37,no
U155,356,0.25,no
U155,3680,0.44,no
U155,3610,0.34,no
U155,3652,0.3,no
U155,3907,0.5,no
U155,3615,0.96,no
U155,869,0.3,no
U155,3618,0.71,no
U155,3695,0.67,no
U155,3618,0.83,no
U155,3635,0.75,no
U155,3655,0.88,no
U155,1022,0.4,yes
U155,3771,0.52,no
U155,3638,0.76,no
U155,3925,0.26,no
U155,3683,0.94,no
U155,853,0.96,no
U155,773,0.46,no
U155,1185,0.43,no
U155,859,0.41,no
U155,861,0.54,no
U155,879,0.21,no
U155,780,0.68,no
U155,746,0.17,no
U159,1221,0.67,no
U159,1288,0.66,yes
U159,1510,0.04,no
U159,1228,0.86,yes
U159,1245,0.59,no
U159,1245,0.5,no
U16,1734,0.83,no
U16,3651,0.32,no
U16,3616,0.94,no
U160,4419,0.86,no
U160,4378,0.38,no
U160,21,0.83,yes
U160,4398,0.59,no
U160,1707,0.86,no
U160,3638,0.74,yes
U160,436,0.98,no
U160,1235,0.75,yes
U161,4366,0.45,yes
U161,506,0.55,no
U161,4783,0.52,no
U161,43,0.11,no
U161,1740,0.69,yes
U161,1790,0.26,no
U161,3377,0.91,no
U161,3058,0.36,no
U161,1837,0.93,yes
U161,2103,0.47,no
U161,4067,0.11,no
U161,3984,0.2,no
U161,3990,0.8,no
U161,3989,0.86,no
U161,913,0.92,no
U161,769,0.83,yes
U161,823,0.92,yes
U161,810,0.58,no
U161,402,0.5,no
U161,27,0.96,yes
U162,4727,0.95,yes
U162,4605,0.51,yes
U162,6206,0.58,no
U162,4181,0.92,no
U162,4736,0.68,no
U162,4660,0.34,no
U162,5362,0.45,no
U162,4459,0.2,no
U162,1277,0.29,no
U162,6114,0.75,no
U162,6054,0.32,no
U162,4774,0.96,yes
U162,4253,0.35,no
U162,916,0.95,no
U162,3828,0.18,no
U162,101,0.95,no
U162,6638,0.9,no
U162,3810,0.27,no
U162,712,0.83,no
U162,383,0.93,yes
U162,5838,0.11,no
U162,6295,0.82,no
U162,4579,0.27,no
U162,4415,0.58,no
U162,2074,0.66,no
U162,1898,0.68,no
U162,1916,0.6,no
U162,1694,0.85,no
U162,1989,0.76,no
U162,1082,0.71,no
U162,2041,0.15,no
U162,3495,0.89,yes
U162,1570,0.74,no
U162,1870,0.34,no
U162,1717,0.89,yes
U162,2444,0.57,no
U162,1590,0.71,yes
U162,2765,0.27,no
U162,1837,0.66,no
U162,3107,0.1,no
U162,4111,0.84,no
U162,3990,0.97,no
U162,3611,0.84,yes
U162,3617,0.93,no
U162,3861,0.52,no
U162,973,0.92,no
U162,3622,0.67,no
U162,3805,0.11,no
U162,3660,0.14,no
U162,50,0.91,no
U162,3627,0.71,no
U162,3669,0.11,no
U162,3624,0.12,no
U162,3611,0.79,no
U162,3609,0.86,no
U162,713,0.54,yes
U162,3668,0.78,no
U162,3697,0.19,no
U162,3631,0.18,no
U162,990,0.15,no
U162,3610,0.47,no
U162,3774,0.18,no
U162,3611,0.66,no
U162,3699,0.31,no
U162,3699,0.37,no
U162,3632,0.87,no
U162,3608,0.32,no
U162,1116,0.39,no
U162,800,0.2,no
U162,914,0.22,no
U162,855,0.77,no
U162,1050,0.92,yes
U162,849,0.18,no
U162,773,0.22,no
U162,809,0.67,no
U162,768,0.58,yes
U162,1233,0.28,no
U162,1284,0.33,no
U163,6339,0.66,no
U163,4681,0.36,no
U163,5406,0.07,no
U163,1364,0.92,no
U163,1413,0.92,no
U163,4366,0.46,yes
U163,4233,0.3,no
U163,6749,0.94,no
U163,4392,0.92,yes
U163,4248,0.57,no
U163,3972,0.13,no
U163,4679,0.12,no
U163,1783,0.86,no
U163,1593,0.48,no
U163,1726,0.19,no
U166,4817,0.46,no
U166,4472,0.76,yes
U166,607,0.44,no
U166,4330,0.87,no
U166,6636,0.37,no
U166,4928,0.39,no
U166,3969,0.55,no
U166,3969,0.25,no
U166,3892,0.17,no
U166,4319,0.4,no
U166,4225,0.45,no
U166,4609,0.81,no
U166,4307,0.34,no
U166,5599,0.26,no
U166,6376,0.04,no
U166,163,0.58,no
U166,4159,0.58,no
U166,4482,0.43,yes
U166,4577,0.66,no
U166,4290,0.8,no
U166,4335,0.88,no
U166,4401,0.82,no
U166,5627,0.88,no
U166,577,0.71,no
U166,5405,0.25,no
U166,1130,0.67,no
U166,122,0.71,yes
U166,4412,0.54,no
U166,374,0.53,no
U166,5010,0.81,yes
U166,3635,0.86,no
U166,4549,0.55,no
U166,4163,0.85,yes
U166,493,0.14,no
U166,4321,0.9,no
U166,4758,0.47,no
U166,3978,0.23,no
U166,609,0.34,no
U166,90,0.69,no
U166,3923,0.71,no
U166,4934,0.34,no
U166,4366,0.41,no
U166,4600,0.66,no
U166,4238,0.72,no
U166,100,0.81,no
U166,5710,0.94,yes
U166,6205,0.3,no
U166,1284,0.27,no
U166,4494,0.55,yes
U166,3892,0.46,no
U166,581,0.43,yes
U166,5165,0.55,no
U166,4330,0.66,no
U166,4635,0.68,no
U166,4321,0.84,no
U166,4159,0.3,no
U166,4239,0.46,no
U166,1053,0.94,no
U166,3935,0.8,no
U166,4277,0.7,no
U166,3521,0.48,no
U166,1509,0.58,yes
U166,1740,0.79,no
U166,1604,0.38,no
U166,934,0.58,no
U166,3806,0.26,no
U166,3638,0.69,no
U166,3636,0.74,no
U166,3751,0.94,yes
U166,504,0.86,no
U166,3796,0.53,no
U166,3617,0.78,no
U166,751,0.68,no
U166,3626,0.91,no
U166,3695,0.93,no
U166,3635,0.89,yes
U166,112,0.91,no
U166,29,0.44,no
U166,216,0.41,no
U166,54,0.35,no
U166,1238,0.75,no
U166,1346,0.56,no
U166,1226,0.91,no
U166,1311,0.23,no
U166,1237,0.43,no
U166,1252,0.92,yes
U166,1231,0.34,no
U166,1307,0.67,no
U166,1306,0.12,no
U166,1268,0.43,no
U166,1454,0.85,yes
U166,1246,0.44,no
U166,1290,0.25,no
U166,1275,0.76,no
U166,1229,0.31,no
U166,1289,0.27,no
U166,1248,0.94,yes
U166,1477,0.16,no
U166,1240,0.54,no
U166,1235,0.72,no
U166,1375,0.22,no
U166,1228,0.82,no
U166,1488,0.96,no
U166,1240,0.34,no
U166,1239,0.8,yes
U166,1232,0.8,no
U166,1418,0.48,no
U166,1269,0.27,no
U166,1237,0.59,yes
U166,1482,0.39,no
U166,1253,0.67,no
U166,1275,0.8,yes
U166,1247,0.18,no
U166,1238,0.91,no
U166,1233,0.56,no
U166,1230,0.69,no
U166,1251,0.71,no
U166,1274,0.46,no
U166,1301,0.88,no
U166,1225,0.96,yes
U166,1222,0.77,no
U166,1226,0.72,no
U166,1229,0.57,no
U166,1296,0.32,no
U166,1359,0.77,no
U166,1299,0.57,no
U166,1316,0.9,no
U166,1283,0.16,no
U166,1226,0.98,no
U166,1260,0.88,yes
U166,1262,0.14,no
U166,1313,0.73,no
U168,1949,0.7,no
U168,1970,0.19,no
U168,3631,0.11,no
U168,3622,0.88,no
U168,1300,0.8,no
U168,1298,0.33,no
U17,4296,0.83,yes
U17,4330,0.72,no
U17,5918,0.33,no
U17,4313,0.44,no
U17,4375,0.4,yes
U17,4298,0.15,no
U17,4370,0.73,no
U17,3892,0.33,no
U17,4623,0.87,no
U17,2896,0.91,yes
U17,1631,0.5,no
U17,2487,0.7,no
U17,3620,0.44,no
U17,3666,0.71,no
U17,3616,0.95,yes
U17,3636,0.95,no
U17,3623,0.49,no
U17,3615,0.67,no
U17,3655,0.78,no
U17,3646,0.74,no
U17,3780,0.1,no
U17,3628,0.12,no
U17,3635,0.71,no
U17,3635,0.83,yes
U17,3634,0.88,no
U17,3623,0.48,no
U17,3920,0.3,no
U17,3675,0.97,no
U17,3634,0.68,no
U17,3804,0.2,no
U17,1383,0.15,no
U17,1243,0.25,no
U17,1310,0.5,no
U171,4249,0.32,no
U171,4219,0.84,yes
U171,4350,0.23,no
U171,4247,0.81,no
U171,3935,0.85,no
U171,4277,0.75,yes
U171,4562,0.93,no
U171,4954,0.79,no
U171,649,0.72,no
U171,6327,0.84,yes
U171,933,0.71,no
U171,3616,0.96,yes
U171,3620,0.42,no
U171,3643,0.2,no
U171,921,0.88,no
U171,3624,0.38,no
U171,50,0.73,no
U171,3609,0.96,yes
U171,50,0.8,no
U171,3609,0.83,no
U171,3886,0.3,no
U171,3665,0.25,no
U171,933,0.74,no
U171,408,0.73,no
U171,3628,0.14,no
U171,3816,0.96,no
U171,3824,0.1,no
U171,3675,0.95,no
U171,3699,0.26,no
U171,950,0.73,no
U171,3860,0.36,no
U171,50,0.82,no
U171,3636,0.82,yes
U171,3627,0.76,yes
U171,3628,0.31,no
U171,3721,0.41,no
U175,4278,0.95,yes
U175,4261,0.9,no
U175,4844,0.33,no
U175,3689,0.32,no
U175,374,0.18,no
U175,4635,0.67,no
U175,4363,0.13,no
U175,4354,0.72,no
U175,2426,0.32,no
U175,2060,0.71,no
U175,3871,0.56,no
U175,3610,0.55,no
U175,3692,0.35,no
U175,3725,0.4,no
U175,981,0.43,no
U175,773,0.18,no
U176,1828,0.36,yes
U176,2120,0.68,no
U176,1654,0.79,yes
U176,1598,0.31,no
U176,1746,0.83,no
U176,1635,0.74,no
U176,3624,0.44,no
U176,843,0.45,no
U176,761,0.86,no
U176,1230,0.73,no
U177,5585,0.16,no
U177,3810,0.14,no
U177,2141,0.3,no
U177,1697,0.85,no
U177,1653,0.89,no
U177,1809,0.81,no
U177,814,0.8,no
U177,764,0.13,no
U183,1708,0.98,no
U183,1645,0.39,no
U183,3663,0.92,yes
U183,942,0.67,yes
U183,3887,0.43,no
U183,1116,0.56,no
U183,1232,0.92,yes
U183,1243,0.3,no
U184,6333,0.85,no
U184,577,0.8,yes
U184,4935,0.4,no
U184,4411,0.72,yes
U184,4355,0.95,yes
U184,3961,0.17,no
U184,777,0.07,no
U184,3845,0.23,no
U184,3791,0.31,no
U184,3913,0.17,no
U184,1317,0.12,no
U184,1361,0.4,no
U185,122,0.76,no
U185,4339,0.23,no
U185,729,0.95,no
U185,93,0.54,no
U185,593,0.32,no
U185,387,0.28,no
U185,4353,0.68,no
U185,577,0.92,no
U185,4431,0.53,no
U185,1630,0.26,no
U185,1671,0.66,no
U185,3854,0.44,yes
U185,3658,0.71,no
U185,3895,0.75,no
U185,3660,0.4,no
U185,50,0.81,yes
U185,3635,0.89,no
U185,3628,0.2,no
U185,3775,0.32,no
U185,3699,0.52,no
U185,3690,0.59,no
U185,3729,0.12,no
U185,3612,0.79,no
U185,54,0.54,no
U185,54,0.12,no
U185,1532,0.17,no
U186,763,0.85,no
U186,4405,0.22,no
U186,4466,0.8,yes
U186,4413,0.37,no
U186,1240,0.37,no
U187,652,0.4,yes
U187,5736,0.54,no
U187,6741,0.22,no
U187,4281,0.17,no
U187,6660,0.31,no
U187,4148,0.46,no
